Title,Type,Genres,Description,Release Year,Age Certification,Runtime,IMDB ID,IMDB Score,IMDB Votes,Production Countries,Seasons,Rating
Octonauts,SHOW,"['action', 'animation', 'comedy', 'family']","The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.

The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.

The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.",2010,TV-Y,15,tt1710177,7.6,1049.0,['GB'],6.0,Best
The Other Guys,MOVIE,"['crime', 'action', 'comedy']","Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",2010,,107,tt1386588,6.6,263019.0,['US'],0.0,Average
Love in a Puff,MOVIE,"['romance', 'comedy', 'drama']","Jimmy is a mild mannered advertising executive in his twenties. While smoking in an alley packed with booming loudmouth co-workers and sharing explicit gossips and horror stories, he befriends a misfit cosmetics salesgirl Cherie who also likes to light up. An awkward romance soon blossoms amidst the anxiety of their nicotine rush. As they become more attached to each other, they also find themselves moving farther away from their regular hot pot pack into their own private alley, where their conversations suggest more emotional depths, covering the collision of reality and delightfully trivial matters of the bizarre people around them.",2010,,104,tt1602479,7.1,2558.0,['HK'],0.0,Best
Guzaarish,MOVIE,"['drama', 'romance']","Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",2010,PG,126,tt1438298,7.4,18466.0,['IN'],0.0,Best
Ishqiya,MOVIE,"['comedy', 'thriller', 'romance', 'drama']","While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow.",2010,R,115,tt1345777,7.3,10415.0,['IN'],0.0,Best
Oscar's Oasis,SHOW,"['animation', 'comedy', 'european']","Oscar's Oasis is a is non-verbal animated cartoon produced by TeamTO and Tuba Entertainment in association with Cake Entertainment based on the original show broadcast on Disney Channel Asia. It started as a series of 1-2 minute shorts under the title Ooohhh Asis. Oscar's Oasis can be viewed on the Nintendo 3DS in 3D via Nintendo Video in Australia and Europe. In the United States, all 78 episodes can be seen on Netflix Streaming grouped into 19 meta-episodes of 4 episodes each and 1 meta-episode containing the last 2 episodes. In Latin America and Brazil, the Spanish and Portuguese dub airs on Cartoon Network Latin America.",2010,TV-Y,9,tt2080922,7.4,572.0,['FR'],1.0,Best
Whitney Cummings: Money Shot,MOVIE,"['comedy', 'documentation']","Taped at Washington D.C.â€™s Sidney Harmon Hall, â€œWhitney Cummings: Money Shotâ€ features Cummings commenting on male strippers, fake boobs and getting spanked in the bedroom, among other things, in this hilarious performance. Itâ€™s not every day a funny lady reveals the best way to punish a boyfriend, what itâ€™s really like to date a vampire, the similarities between The Food Network and porn and the â€œemotional ninjaâ€ tactics all women have at their disposal!",2010,,48,tt1659261,6.2,907.0,['US'],0.0,Average
The Boy Who Cried Werewolf,MOVIE,"['fantasy', 'horror', 'comedy', 'family']","A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.",2010,G,97,tt1451423,5.9,3264.0,"['US', 'CA']",0.0,Average
Naruto Shippuden the Movie: The Lost Tower,MOVIE,"['action', 'animation', 'fantasy']","Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",2010,PG-13,85,tt1703048,6.9,3567.0,['JP'],0.0,Average
Bleach the Movie: Hell Verse,MOVIE,"['fantasy', 'animation', 'action']","Hell â€“ A place where beings that have committed mortal sins during their lifetime are sent. It is a realm where even Soul Reapers are forbidden to interfere. When a group of vicious Sinners plot to escape from this eternal prison, they discover that Substitute Soul Reaper Ichigo Kurosaki is the key to their freedom.",2010,PG-13,94,tt1785394,7.4,2416.0,['JP'],0.0,Best
"Cairo 6,7,8",MOVIE,['drama'],"Three women seek justice due to the difficult daily situation which sexual harassment causes in the streets of Cairo, Egypt.",2010,,100,tt1764141,7.4,4346.0,['EG'],0.0,Best
Alpha and Omega,MOVIE,"['animation', 'romance', 'comedy', 'family']","Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",2010,PG,88,tt1213012,5.1,14272.0,"['IN', 'CA', 'US']",0.0,Average
I Will Follow,MOVIE,['drama'],"Chronicles a day in the life of a grieving woman, and the twelve visitors who help her move forward.",2010,PG-13,76,tt1624426,5.9,865.0,['US'],0.0,Average
Zig and Sharko,SHOW,"['comedy', 'fantasy', 'romance', 'action', 'animation', 'family', 'european']","On a desert island lives a starving hyena with one obsession: devour that delicious mermaid from the rock in the lagoon. But the lovely fish-girlâ€™s best friend is a shark, a shark with a lot of muscle and who loves to sabotage the hyenaâ€™s every move.",2010,,9,tt2046005,6.8,644.0,['FR'],3.0,Average
How Do You Know,MOVIE,"['drama', 'comedy', 'romance']","After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",2010,PG-13,121,tt1341188,5.4,49599.0,['US'],0.0,Average
DreamWorks Shrek's Swamp Stories,SHOW,"['horror', 'music', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",Shrek and his pals have a series of adventures.,2010,TV-PG,24,tt6950338,6.5,330.0,['US'],1.0,Average
Mobile Suit Gundam Unicorn,SHOW,"['action', 'drama', 'scifi', 'war', 'animation']","The series begins in U.C. 0001, at the very beginning of human space colonization, when a space colony called Laplace is destroyed during a ceremony hosted by the Federation's Prime Minister ushering in the Universal Century dating system. The main story takes place in UC 0096, sixteen years after the end of the One Year War, three years after the events of Mobile Suit Gundam: Char's Counterattack, and 27 years before Mobile Suit Gundam F91.

The story revolves around Banagher Links, a seemingly normal boy living and going to school in the space colonies. His life changes one day when he meets a girl named Audrey Burne, as the encounter brings him into contact with a new Gundam and its connections to an item called ""Laplace's Box.""",2010,TV-14,35,tt1630623,7.8,1291.0,['JP'],2.0,Best
Ip Man 2,MOVIE,"['drama', 'history', 'sport', 'action']","Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",2010,R,108,tt1386932,7.5,103673.0,"['CN', 'HK']",0.0,Best
Angel Beats!,SHOW,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']","Angel Beats takes place in the afterlife and focuses on Otonashi, a boy who lost his memories of his life after dying. He is enrolled into the afterlife school and meets a girl named Yuri who invites him to join the Afterlife Battlefront â€” an organization she leads which fights against God. The Battlefront fight against the student council president Angel, a girl with supernatural powers.",2010,TV-14,26,tt1639109,7.7,13848.0,['JP'],1.0,Best
Death at a Funeral,MOVIE,['comedy'],"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancÃ©, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",2010,R,92,tt1321509,5.6,49599.0,['US'],0.0,Average
Louis C.K.: Hilarious,MOVIE,['comedy'],"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.",2010,,84,tt1421373,8.4,11973.0,['US'],0.0,Best
Transformers: Prime,SHOW,"['action', 'comedy', 'drama', 'family', 'scifi', 'animation']","Roll out with Optimus Prime, Bumblebee, Arcee, Ratchet, Bulkhead, and the rest of the heroic Autobots as they battle the evil Decepticons. Now that big bad Megatron has returned with a mysterious and dangerous element, Team Prime must prepare for an epic battle.",2010,TV-Y7,22,tt1659175,7.9,6500.0,['US'],4.0,Best
Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,"['fantasy', 'family', 'action', 'war', 'drama', 'thriller', 'animation']","Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",2010,PG,100,tt1219342,6.9,82623.0,"['US', 'AU']",0.0,Average
A Nightmare on Elm Street,MOVIE,"['horror', 'thriller', 'crime', 'drama']","The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",2010,R,95,tt1179056,5.2,99192.0,['US'],0.0,Average
Due Date,MOVIE,"['drama', 'comedy']","Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",2010,R,95,tt1231583,6.5,339626.0,['US'],0.0,Average
Inception,MOVIE,"['scifi', 'music', 'thriller', 'action']","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010,PG-13,148,tt1375666,8.8,2268288.0,"['GB', 'US']",0.0,Best
